session_id,state,target,rho,p,n,full_logloss
sub-Lederberg_ses-20171208T120000,baseline,engagement,0.0761604084663445,0.010333651593351192,1133,0.090606326618112
sub-Lederberg_ses-20171208T120000,baseline,outcome,0.03909500833986024,0.18851303070268166,1133,1.195449181037398
sub-Lederberg_ses-20171208T120000,decision,choice,-0.01123696352190281,0.7055558851452086,1133,0.1916425022863753
sub-Lederberg_ses-20171208T120000,decision,engagement,0.035435267337450074,0.23333531699487292,1133,0.1068748809440923
sub-Lederberg_ses-20171208T120000,decision,outcome,-0.029188989974324345,0.32628317218631564,1133,0.8796961367279902
sub-Lederberg_ses-20171208T120000,movement,choice,-0.03948784391351861,0.18410732710563185,1133,0.168786214011226
sub-Lederberg_ses-20171208T120000,movement,engagement,0.057901770256154984,0.051359842626906946,1133,0.0781245214641038
sub-Lederberg_ses-20171208T120000,movement,outcome,0.08486916965629887,0.004253709565384415,1133,0.1095021555182529
sub-Lederberg_ses-20171208T120000,outcome,choice,-0.04143406940800451,0.16339838755545227,1133,0.1703326714620815
sub-Lederberg_ses-20171208T120000,outcome,engagement,0.05277190394103865,0.07580179064197144,1133,0.0904292303043764
sub-Lederberg_ses-20171208T120000,outcome,outcome,-0.011360680777491281,0.7024676844186644,1133,0.0717516843861739
sub-Lederberg_ses-20171208T120000,visual,choice,0.026948489377487866,0.3648028937642017,1133,1.308058701267771
sub-Lederberg_ses-20171208T120000,visual,engagement,0.051032089741837726,0.08598535126518876,1133,0.0831728633140608
sub-Lederberg_ses-20171208T120000,visual,outcome,-0.03094234391901608,0.29805156067098776,1133,1.1373490394214338
sub-Lederberg_ses-20171209T120000,baseline,choice,-0.0012389615928699994,0.9691640079795911,976,1.914558533915677
sub-Lederberg_ses-20171209T120000,baseline,engagement,0.10265203957352835,0.001321224752101624,976,0.1293707193835465
sub-Lederberg_ses-20171209T120000,baseline,outcome,-0.023247740161341506,0.46817604726377127,976,1.3407903232364924
sub-Lederberg_ses-20171209T120000,decision,choice,-0.02126617454977781,0.5069462406031975,976,0.2602283289853663
sub-Lederberg_ses-20171209T120000,decision,engagement,0.16951058862043727,9.957783916336415e-08,976,0.121735996213885
sub-Lederberg_ses-20171209T120000,decision,outcome,0.026588418369416854,0.4066909132472464,976,1.1015958234599923
sub-Lederberg_ses-20171209T120000,movement,choice,-0.09966370479829274,0.0018247368742758453,976,0.2570765926846005
sub-Lederberg_ses-20171209T120000,movement,engagement,0.18385161561534127,7.2196286013642816e-09,976,0.0994835399034815
sub-Lederberg_ses-20171209T120000,movement,outcome,0.07917433766112161,0.013353473181195275,976,0.3086163124010986
sub-Lederberg_ses-20171209T120000,outcome,choice,-0.05667015823460667,0.0767961732276313,976,0.2524591644611315
sub-Lederberg_ses-20171209T120000,outcome,engagement,0.20907576786787813,4.212629527836788e-11,976,0.0603897306756136
sub-Lederberg_ses-20171209T120000,outcome,outcome,0.14373879056175082,6.5374212098672495e-06,976,0.1519446880222837
sub-Lederberg_ses-20171209T120000,visual,choice,0.012167616443941758,0.7042012226642568,976,1.0177543081401703
sub-Lederberg_ses-20171209T120000,visual,engagement,0.18293397349267956,8.594802749557114e-09,976,0.1560812449894671
sub-Lederberg_ses-20171209T120000,visual,outcome,-0.05847572246290148,0.06784098449979663,976,1.1053607381025
sub-Lederberg_ses-20171210T120000,baseline,choice,0.02537063070378955,0.496399659261172,721,2.0425135483695
sub-Lederberg_ses-20171210T120000,baseline,engagement,0.19507509177416849,1.2935057516216202e-07,721,0.0401577460949368
sub-Lederberg_ses-20171210T120000,baseline,outcome,0.010263910089624169,0.7832164761572858,721,0.7549667849892163
sub-Lederberg_ses-20171210T120000,decision,choice,0.006864743963567425,0.8540051198930441,721,0.1726318853766676
sub-Lederberg_ses-20171210T120000,decision,engagement,0.22483700551405003,1.0276416113032132e-09,721,0.0591947923284702
sub-Lederberg_ses-20171210T120000,decision,outcome,-0.03055381122069362,0.41268275800297216,721,0.5972468535813459
sub-Lederberg_ses-20171210T120000,movement,choice,0.03062093417475928,0.41165641982639267,721,0.283092965559873
sub-Lederberg_ses-20171210T120000,movement,engagement,0.2636072007563878,6.312025942492892e-13,721,0.0221117174634139
sub-Lederberg_ses-20171210T120000,movement,outcome,0.05789330198690431,0.12039344580219262,721,0.2691457686519952
sub-Lederberg_ses-20171210T120000,outcome,choice,0.03807549447073942,0.307264723714682,721,0.2464889929807384
sub-Lederberg_ses-20171210T120000,outcome,engagement,0.2788172346954236,2.4332070822414926e-14,721,0.0128892896199382
sub-Lederberg_ses-20171210T120000,outcome,outcome,0.1439284612711586,0.00010523610239354263,721,0.1172921910430898
