task_id,graph_seed,topology,regime,k,complexity_fraction,method,score,sel_total_degree,sel_feedback,sel_cycle3,sel_bridge,sel_spectral,coverage1,coverage2,optimizer_search_best,phase,evidence_source
70d22d4b6ccb72a498,41002,scale_free,sparse_drive,8,,dynamics_aware,0.1399444639682769,16.625,84.875,6.625,0.0,0.035770542158714,0.26171875,0.94921875,0.3142588138580322,stage4a_discovery,cleaned_stage4a_local
70d22d4b6ccb72a498,41002,scale_free,sparse_drive,8,,feedback_hub,0.0219092518091201,84.125,1796.375,158.875,0.0,0.1717305797712429,0.71875,1.0,0.3142588138580322,stage4a_discovery,cleaned_stage4a_local
70d22d4b6ccb72a498,41002,scale_free,sparse_drive,8,,high_degree,0.0219092518091201,84.125,1796.375,158.875,0.0,0.1717305797712429,0.71875,1.0,0.3142588138580322,stage4a_discovery,cleaned_stage4a_local
70d22d4b6ccb72a498,41002,scale_free,sparse_drive,8,,module_bridge,0.0219092518091201,84.125,1796.375,158.875,0.0,0.1717305797712429,0.71875,1.0,0.3142588138580322,stage4a_discovery,cleaned_stage4a_local
70d22d4b6ccb72a498,41002,scale_free,sparse_drive,8,,random,0.048133499280083876,25.5625,253.70703125,22.109375,0.0,0.05276743501397331,0.34619140625,0.9796142578125,0.3142588138580322,stage4a_discovery,cleaned_stage4a_local
70d22d4b6ccb72a498,41002,scale_free,sparse_drive,8,,spectral,0.0342747345566749,83.5,1783.875,161.5,0.0,0.1719483551328944,0.6875,1.0,0.3142588138580322,stage4a_discovery,cleaned_stage4a_local
746a5e0848f6435a01,41001,scale_free,transition_dense,8,,cycle_proxy,0.0497919507324695,111.25,3196.875,489.125,0.0,0.1270859066169878,0.7890625,1.0,0.3607968091964721,stage4a_discovery,cleaned_stage4a_local
746a5e0848f6435a01,41001,scale_free,transition_dense,8,,dynamics_aware,0.2042728215456009,67.0,1434.25,224.75,0.0,0.0767443540717978,0.61328125,1.0,0.3607968091964721,stage4a_discovery,cleaned_stage4a_local
746a5e0848f6435a01,41001,scale_free,transition_dense,8,,feedback_hub,0.0679740160703659,113.5,3328.5,471.875,0.0,0.1255781279703626,0.81640625,1.0,0.3607968091964721,stage4a_discovery,cleaned_stage4a_local
746a5e0848f6435a01,41001,scale_free,transition_dense,8,,high_degree,0.0903442502021789,113.5,3318.5,472.875,0.0,0.1261531380662329,0.828125,1.0,0.3607968091964721,stage4a_discovery,cleaned_stage4a_local
746a5e0848f6435a01,41001,scale_free,transition_dense,8,,module_bridge,0.0903442502021789,113.5,3318.5,472.875,0.0,0.1261531380662329,0.828125,1.0,0.3607968091964721,stage4a_discovery,cleaned_stage4a_local
