cortical_layer,C_primary_shared
6a,1.577662197068675
MISSING,1.2572033463399188
MISSING,1.474323328368112
MISSING,1.408011605556433
6a,1.2910515766056692
6a,1.323375664590534
6a,1.3166629061977182
6a,1.3819129593269148
4,1.488877468281989
4,1.3814974587515916
4,1.4698718127031751
4,1.5575824861572338
5,1.4920883254449584
5,1.4555300734510768
5,1.6430231379605078
4,1.4352197023695663
5,1.5263365152582666
5,1.4155781080289274
5,1.389942452686855
4,1.5306103698172222
5,1.4667254490567518
5,1.3368632177327282
MISSING,1.43650102877442
MISSING,1.394432849377182
MISSING,1.3933465096075397
MISSING,1.4322375848985274
4,1.4496292053649158
5,1.727706278585408
4,1.4212335453420315
4,1.3503857475776877
5,1.6755224300979086
5,1.627694998281804
MISSING,0.5979489116390571
4,1.3857780757955267
4,1.324479157214928
5,1.2838982340375351
5,1.395967028406804
4,1.294206611072008
4,1.3390973831977468
5,1.5973725716040588
5,1.5435474423350477
5,1.3492576235886269
5,1.3805327591349796
4,1.2308957863970025
2/3,1.166371380464172
2/3,1.4221576317600864
2/3,1.3279225581120129
5,1.3812564008300576
2/3,1.196302207870301
MISSING,1.2994859188873162
MISSING,1.2165095997907698
5,1.2599906092455913
5,1.3653936932463049
5,1.431675346190632
4,1.343250175697537
2/3,1.2662081530960407
5,1.1695108772288814
MISSING,1.384299332816145
MISSING,1.1777267029363103
5,1.3250075403362678
4,1.3297697679288856
5,1.4088198944371542
5,1.556087485449679
5,1.6161796105735866
MISSING,1.3170529120751286
5,1.534725055538031
2/3,1.0682072246237655
2/3,0.9314075088269236
2/3,1.567501797768962
2/3,1.407724657399755
5,1.6570726567115956
5,1.5827295038621578
4,1.4657316067602113
2/3,1.503646962550536
6a,1.085152712425529
5,0.7165421542252507
2/3,1.4499007175136671
5,1.3953615098729193
5,1.381282229348243
6a,1.1066142776901304
6a,1.2705209253005911
6a,1.0824548692289355
5,1.0063630269363582
2/3,1.4002847807101688
5,1.2539510658718669
6a,1.41708523708054
4,1.2555153299387238
2/3,1.3786234512837396
2/3,1.1309556471129667
2/3,1.5509304563427535
2/3,1.3664013782552709
6a,1.3556739438706942
6a,1.3731290121016655
2/3,1.3981584299060263
6a,0.8662717542181
2/3,1.2684675507236212
2/3,1.358035733142256
5,1.2116738433832954
4,1.3071002847919826
4,1.2842243714313666
2/3,1.3299323663346971
6a,0.6506481561722076
6a,0.7214647966482028
6a,1.277308646716235
2/3,1.657420554344993
6a,1.1513587862966372
6a,1.207712196369328
6a,1.2434977256630595
6a,0.6897608410650446
6a,1.7592213650717272
6a,1.3273286920230778
6a,1.0287346493254053
2/3,1.151302786913803
4,1.0938579221066038
5,0.993960111248814
6a,1.197361889064324
2/3,0.9675238106373034
2/3,1.4819756272176832
5,0.8290648607803568
6a,1.1997504977723672
2/3,1.258656682954305
5,1.0110432697226464
6a,0.4830013707426542
6a,1.1778148205492591
2/3,1.3200764129170386
5,1.0048571185169115
6a,1.062542057575127
MISSING,1.4796383307286254
MISSING,0.495370362670992
MISSING,0.8655199290818703
MISSING,1.3023803023787872
MISSING,1.295232509430472
6a,1.2700568424752725
6a,1.023664397479195
6a,1.186472070718309
2/3,0.9986893300300808
5,0.8927252250589257
5,0.9674744267906475
5,1.1344752999295276
6a,1.375378813240644
6a,1.3635356055935697
2/3,1.3291191803252032
6a,0.4881701578259275
6a,0.5986983702135359
6a,1.2115099916461376
6a,1.4068041839527714
6a,1.382866798082282
6a,1.1798590272692946
6a,1.1548375868236735
6a,1.3214328989028643
5,1.172972997860867
2/3,1.4085035226413989
4,1.007935299787047
6a,1.3323056411720324
2/3,1.247535775691585
2/3,1.0847995184336765
2/3,0.8496247323475159
2/3,1.3911121410886915
6a,1.387452109165625
6a,0.9332215505860322
5,1.4339346574284366
2/3,1.3668215062153704
MISSING,1.216419528286634
MISSING,0.7963565813006328
6a,1.537601970508577
6a,1.021267544717085
6a,0.915572382968801
6a,1.5328891471509043
6a,0.8089124568529423
6a,0.6769164089485606
6a,1.3170927257095908
6a,0.9809973679115676
6a,0.946397687693988
6a,1.0381571554209597
5,1.1457890846512382
4,1.292132909552202
4,1.3772329034154882
5,1.3176668487821594
4,1.457878231140425
4,1.372086743728872
6a,1.2140690470499051
6a,1.412953391399623
6a,1.115474292335665
5,0.798518393440643
4,1.4660905560057265
5,1.498448157067926
4,1.4393636849174103
2/3,1.4229707138625645
4,1.108011141956814
4,1.2180126685478303
4,0.7956559368454932
2/3,1.3876823566822494
2/3,0.956610588866582
5,1.4511671811360871
2/3,0.7947767350087777
2/3,0.845676044816659
5,1.2564042191966418
2/3,0.6887719772101589
5,1.2640386714941134
5,1.113282442425623
2/3,1.2811691195562631
4,1.5318792024221377
MISSING,1.4959949110252309
MISSING,0.7593531250305714
MISSING,1.0423242851748171
MISSING,0.880804712737599
5,0.8256114057065751
6a,0.902081578101253
6a,1.0856288248645898
MISSING,1.1034625320319988
MISSING,1.3622397849374186
4,0.8520770179264863
2/3,1.189735853546871
MISSING,1.0792825888206026
MISSING,1.3248841313242556
MISSING,1.0919493808173
2/3,1.1863931153575404
2/3,1.1695714344193766
2/3,1.0452225916139726
5,1.2721705994575212
5,0.7820782573729456
MISSING,1.0907112442207465
MISSING,1.4158902733915435
MISSING,0.7104177709119943
6a,1.2994674630618075
2/3,0.9951962139134888
4,1.4718013012786346
4,1.356113890595871
5,1.4676211409996085
5,1.3329109043103666
4,1.0538947936401897
6a,0.7241278997370676
2/3,1.0182905517497378
MISSING,1.4229445459655317
MISSING,1.2971058562310724
MISSING,1.26789338081312
4,1.2609827226826555
2/3,1.3018298382031643
2/3,1.1035812387351234
4,1.2470346875435243
4,1.2353916375999396
4,1.2784603647898756
4,1.321360055660416
2/3,1.1452611813453764
4,1.2122270256810173
4,1.359123278982974
4,1.4480464076829276
5,0.6667650260390133
4,1.4134795665670492
4,1.2349898265421335
4,1.196092608744692
5,1.3556958777338834
5,1.1940069584284707
MISSING,1.0913058729942176
MISSING,1.0097786343970865
MISSING,1.1311776773990008
2/3,1.157244498719264
5,0.8798823044228685
5,1.114505955045685
4,1.7045152784043778
4,1.4227846278968146
5,0.923010343069878
2/3,1.1638468946243044
2/3,1.265749519314232
5,1.3055633042651331
2/3,0.924886647195016
2/3,1.1654310595387587
5,1.2271080154519198
2/3,1.1204786616894549
4,1.3116106543597388
5,1.5456519875027532
5,1.3296052897170236
4,1.205390237281687
2/3,1.3094497812597694
6a,0.5568224861091872
5,1.1983319940509942
4,0.9673619117087612
2/3,1.539089116501187
6a,1.746451370874135
6a,1.0017508905668853
5,1.1269884452532584
6a,1.0075553847844236
6a,1.0594028418366912
6a,1.3275131802361937
5,1.1571787692731914
2/3,1.1913222755882789
2/3,1.343679533858467
4,0.9466884431542502
2/3,1.274903515167254
6a,0.757700731771103
